no;treated;age;age2;educ;black;hispanic;married;nodegree;re74;re75;re78
8781;0;34;1156;13;0;0;1;0;3544.313965;5840.032227;7957.558105
8782;0;29;841;12;1;0;1;0;18301.50977;18880.74023;22161.4707
8783;0;32;1024;12;0;1;1;0;25021.80078;22844.51953;25564.66992
8784;0;32;1024;16;1;0;0;0;0;0;0
8785;0;53;2809;12;0;0;0;0;0;0;0
8786;0;42;1764;12;0;0;1;0;12746.99023;4287.823242;6315.803223
8787;0;28;784;15;0;0;1;0;15979.78027;0;7520.150879
8788;0;22;484;12;0;0;0;0;17024.07031;20882.32031;25564.66992
8789;0;31;961;16;0;0;1;0;25466.55078;17065.34961;19510.41992
8790;0;30;900;14;0;0;1;0;21569.57031;21512.51953;18693.24023
8791;0;23;529;9;0;0;0;1;17292.49023;2196.726074;9136.783203
8792;0;19;361;9;1;0;0;1;1761.380981;3485.758057;1179.225952
8793;0;53;2809;12;0;0;1;0;25862.32031;20663.90039;25564.66992
8794;0;19;361;12;0;0;0;0;6152.098145;5940.290039;13488.69043
8795;0;24;576;10;0;0;1;1;20478.25977;13497.24023;21263.00977
8796;0;28;784;14;0;0;0;0;12006.38965;14483.70996;25564.66992
8797;0;23;529;12;1;0;0;0;4028.25293;0;91.61904907
8798;0;29;841;12;0;1;0;0;9333.947266;6994.790039;12194.2002
8799;0;29;841;16;0;0;1;0;10897.44043;15264.29004;8253.102539
8800;0;43;1849;14;0;0;0;0;16330.49023;6967.935059;428.5407104
8801;0;23;529;17;0;0;0;0;15705.48047;5986.838867;13315.79004
8802;0;23;529;15;0;0;0;0;20266.66016;19899.43945;22152.59961
8803;0;42;1764;9;0;0;1;1;25862.32031;25243.55078;25564.66992
8804;0;18;324;10;0;0;0;1;617.1690063;1901.322998;5918.294922
8805;0;25;625;18;0;0;1;0;538.7984009;7324.209961;18212.98047
8806;0;24;576;17;0;0;1;0;0;0;24714.98047
8807;0;45;2025;16;0;0;1;0;25862.32031;24946.34961;25564.66992
8808;0;18;324;12;0;0;0;0;5299.816895;6796.064941;1256.067993
8809;0;51;2601;7;1;0;1;1;22474.75;15278.61035;19268.08008
8810;0;52;2704;12;1;0;1;0;2690.072998;1258.597046;8158.527832
8811;0;17;289;10;0;0;0;1;0;0;0
8812;0;31;961;12;0;0;1;0;16702.75;15903.44043;25564.66992
8813;0;52;2704;11;0;0;1;1;18089.91016;7778.952148;0
8814;0;18;324;12;0;0;0;0;2547.047119;5702.176758;19183.84961
8815;0;43;1849;12;0;0;1;0;0;0;0
8816;0;18;324;11;0;0;0;1;4768.85498;5635.935059;23031.84961
8817;0;22;484;12;0;0;0;0;8730.493164;5834.661133;11044.53027
8818;0;50;2500;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8819;0;18;324;12;0;0;0;0;4208.504883;9547.790039;23563.83008
8820;0;46;2116;12;0;0;1;0;16306.98047;17154.86914;25564.66992
8821;0;43;1849;12;0;0;0;0;23013.55078;5023.64502;25564.66992
8822;0;22;484;15;0;0;0;0;11859.44043;10756.25977;24805.11914
8823;0;27;729;12;0;0;1;0;22815.66016;18103.74023;19683.32031
8824;0;26;676;17;0;0;1;0;21716.50977;17967.67969;12749.82031
8825;0;42;1764;10;0;0;0;1;20540.94922;10548.58008;0
8826;0;21;441;12;0;0;1;0;13893.16016;14813.12988;25564.66992
8827;0;25;625;12;0;0;0;0;11193.29004;11137.59961;21517.17969
8828;0;17;289;11;0;0;0;1;0;0;4100.690918
8829;0;42;1764;11;0;0;1;1;530.9613037;3546.628906;308.8449097
8830;0;27;729;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8831;0;26;676;17;0;0;1;0;12547.13965;19215.5293;24379.5293
8832;0;35;1225;14;0;0;1;0;24002.98047;17872.78906;25564.66992
8833;0;29;841;14;0;0;1;0;17241.55078;24240.9707;25564.66992
8834;0;29;841;18;0;0;1;0;10329.25;3580.64502;678.2764893
8835;0;34;1156;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8836;0;43;1849;11;0;0;1;1;24355.65039;22975.21094;23191.43945
8837;0;40;1600;11;0;0;0;1;1298.994019;3564.531982;8702.332031
8838;0;20;400;11;0;0;1;1;4226.138184;12831.24023;466.9616089
8839;0;31;961;12;0;0;1;0;18383.80078;17946.18945;16553.49023
8840;0;54;2916;13;0;0;1;0;25862.32031;25243.55078;0
8841;0;23;529;16;0;0;1;0;25862.32031;25243.55078;15471.7998
8842;0;33;1089;12;0;0;1;0;25862.32031;23478.28906;22693.44922
8843;0;54;2916;9;0;0;1;1;20930.84961;25243.55078;21836.36914
8844;0;27;729;9;0;0;1;1;23144.82031;22968.05078;25564.66992
8845;0;21;441;12;0;0;0;0;17314.03906;3295.983887;15646.16992
8846;0;19;361;9;0;0;1;1;12296.36035;12650.41992;14828.99023
8847;0;27;729;14;1;0;1;0;17752.91992;18162.82031;21229.01953
8848;0;26;676;18;0;0;1;0;17437.4707;1869.097046;16574.17969
8849;0;27;729;11;0;0;1;1;17204.32031;15620.55957;13801.96973
8850;0;24;576;12;0;0;1;0;11385.2998;13724.61035;15080.2002
8851;0;40;1600;11;1;0;1;1;25803.53906;21858.05078;25564.66992
8852;0;49;2401;12;0;0;1;0;25862.32031;22534.78906;21319.16016
8853;0;26;676;17;0;0;1;0;0;8262.338867;19206.00977
8854;0;23;529;14;0;0;1;0;12235.62012;5732.612793;15402.33984
8855;0;39;1521;12;0;0;1;0;0;0;0
8856;0;32;1024;13;0;0;1;0;25862.32031;25243.55078;25564.66992
8857;0;39;1521;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8858;0;35;1225;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8859;0;23;529;10;0;0;1;1;8944.052734;8647.257813;18062.25
8860;0;36;1296;12;0;0;0;0;25862.32031;25243.55078;25564.66992
8861;0;31;961;11;0;0;1;1;0;0;1029.974976
8862;0;45;2025;12;0;0;1;0;18656.14063;12621.76953;24024.88086
8863;0;36;1296;15;0;0;1;0;0;0;1658.009033
8864;0;31;961;12;0;0;1;0;16083.62012;15318;16705.69922
8865;0;28;784;12;0;0;1;0;13109.4502;12958.34961;25564.66992
8866;0;38;1444;7;0;0;1;1;22225.91992;16447.68945;22192.5
8867;0;19;361;11;0;0;0;1;2270.790039;5168.661133;5810.420898
8868;0;43;1849;9;0;0;1;1;15382.2002;14021.80957;13751.71973
8869;0;37;1369;12;0;0;1;0;21214.93945;22531.21094;24143.09961
8870;0;45;2025;9;0;0;1;1;0;0;0
8871;0;50;2500;10;0;0;1;1;25862.32031;25243.55078;25564.66992
8872;0;20;400;12;0;0;0;0;15893.57031;15335.90039;13117.78027
8873;0;31;961;14;0;0;1;0;25862.32031;25243.55078;25564.66992
8874;0;33;1089;14;0;0;1;0;25311.76953;25243.55078;25564.66992
8875;0;22;484;12;0;0;0;0;7406.028809;12924.33984;375.3424988
8876;0;19;361;12;0;0;1;0;2325.649902;7034.176758;22712.66016
8877;0;25;625;14;1;0;1;0;2080.740967;0;50.24269867
8878;0;47;2209;12;0;0;1;0;0;0;0
8879;0;18;324;12;0;0;0;0;0;640.9354858;2608.187012
8880;0;31;961;12;0;0;1;0;22911.66992;21850.89063;25564.66992
8881;0;43;1849;11;0;0;1;1;15260.73047;15464.80957;15341.75977
8882;0;36;1296;10;0;0;1;1;15419.42969;5512.402832;17781.48047
8883;0;52;2704;8;0;0;1;1;25862.32031;25243.55078;25564.66992
8884;0;33;1089;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8885;0;37;1369;14;0;0;1;0;25862.32031;25243.55078;25564.66992
8886;0;17;289;11;0;0;0;1;52.90019989;1267.547974;12501.57031
8887;0;38;1444;7;0;0;0;1;18085.99023;23283.15039;25564.66992
8888;0;19;361;11;0;0;0;1;2282.545898;2339.951904;9043.686523
8889;0;53;2809;12;0;0;1;0;0;0;0
8890;0;41;1681;12;0;0;0;0;22133.83984;20504.56055;24531.74023
8891;0;41;1681;12;0;0;0;0;25862.32031;25243.55078;25564.66992
8892;0;23;529;12;0;0;1;0;17805.82031;15205.20996;22858.94922
8893;0;20;400;12;0;0;1;0;12660.78027;5682.483887;24558.33984
8894;0;28;784;16;0;0;1;0;21710.64063;22527.63086;25564.66992
8895;0;48;2304;10;0;0;1;1;9202.675781;17650.78906;23433.78906
8896;0;21;441;12;0;0;0;0;7035.727051;2746.35498;8637.311523
8897;0;52;2704;8;0;0;0;1;13573.7998;13837.40039;2652.519043
8898;0;50;2500;8;0;0;1;1;25862.32031;25243.55078;23902.23047
8899;0;17;289;11;0;0;0;1;501.5722961;2305.935059;16891.89063
8900;0;37;1369;10;0;0;0;1;24798.43945;25243.55078;24072.16992
8901;0;29;841;12;0;0;0;0;11688.99023;10960.34961;15802.80957
8902;0;41;1681;9;0;0;1;1;405.5682068;3716.709961;8290.045898
8903;0;27;729;12;0;0;1;0;22153.42969;22923.28906;19242.96094
8904;0;51;2601;9;0;0;0;1;25509.65039;25243.55078;25564.66992
8905;0;18;324;9;0;0;0;1;0;0;7889.582031
8906;0;33;1089;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8907;0;43;1849;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8908;0;34;1156;12;0;0;1;0;25797.66992;25243.55078;25564.66992
8909;0;29;841;15;0;0;1;0;0;0;1588.55603
8910;0;20;400;12;0;0;0;0;3324.875977;9490.5;15092.01953
8911;0;53;2809;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8912;0;30;900;18;0;0;1;0;8360.191406;8620.40332;8668.34375
8913;0;36;1296;12;0;0;1;0;22621.68945;22577.75977;23210.65039
8914;0;28;784;12;0;0;1;0;24191.07031;22327.10938;24018.9707
8915;0;29;841;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8916;0;52;2704;12;0;0;1;0;25862.32031;21093.58008;23333.30078
8917;0;42;1764;12;0;0;1;0;12284.59961;6291.193848;11010.54004
8918;0;39;1521;12;0;0;0;0;4719.874023;4817.757813;152.2057953
8919;0;42;1764;12;0;0;1;0;20838.75977;20907.39063;22290.0293
8920;0;19;361;12;0;0;0;0;2047.43396;5501.661133;17781.48047
8921;0;43;1849;13;0;0;0;0;25862.32031;25243.55078;25564.66992
8922;0;20;400;13;0;0;0;0;2366.793945;3317.468018;4793.745117
8923;0;18;324;11;0;0;0;1;1310.749023;1455.531982;2157.480957
8924;0;17;289;10;0;0;0;1;466.3055115;537.0968018;4306.095215
8925;0;26;676;14;0;0;1;0;25862.32031;22020.9707;20033.53906
8926;0;36;1296;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8927;0;30;900;12;0;0;1;0;25862.32031;24475.5;25564.66992
8928;0;38;1444;12;0;0;1;0;11598.86035;14202.62988;13750.25
8929;0;50;2500;12;0;0;1;0;25713.41992;25243.55078;25564.66992
8930;0;25;625;12;0;0;0;0;11357.87012;17355.39063;25564.66992
8931;0;16;256;9;0;0;0;1;0;0;15328.45996
8932;0;28;784;13;0;0;1;0;20693.7793;25243.55078;25564.66992
8933;0;19;361;11;0;0;1;1;14008.75977;8378.709961;25564.66992
8934;0;41;1681;12;0;0;1;0;18201.58984;12186.73047;25564.66992
8935;0;45;2025;12;0;0;0;0;10558.49023;15019.01953;6852.217773
8936;0;22;484;12;0;0;1;0;14085.16992;17233.65039;22278.21094
8937;0;24;576;12;0;0;0;0;10442.88965;4830.290039;2197.378906
8938;0;23;529;12;0;0;0;0;11169.78027;3560.951904;3920.408936
8939;0;21;441;15;0;0;0;0;2433.408936;3045.339111;15612.17969
8940;0;21;441;14;0;0;0;0;80.3299408;1890.581055;6389.689941
8941;0;20;400;14;0;0;0;0;1201.031006;4572.483887;15542.73047
8942;0;21;441;14;0;0;0;0;2737.095947;3521.564941;16028.90039
8943;0;19;361;13;0;0;0;0;1524.310059;3654.048096;3341.139893
8944;0;19;361;12;0;0;1;0;3951.841064;11108.9502;15863.38965
8945;0;23;529;12;0;0;0;0;3221.034912;932.7581177;0
8946;0;24;576;12;0;0;0;0;25862.32031;10151.12988;7623.59082
8947;0;23;529;16;0;0;0;0;9960.912109;1981.886963;19406.98047
8948;0;28;784;12;0;0;0;0;25862.32031;25243.55078;0
8949;0;31;961;12;0;0;1;0;25654.64063;25243.55078;25564.66992
8950;0;53;2809;9;0;0;1;1;25862.32031;17169.18945;18220.36914
8951;0;33;1089;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8952;0;24;576;10;0;0;1;1;9717.962891;10903.05957;0
8953;0;22;484;12;0;0;1;0;2876.204102;10672.11035;18337.10938
8954;0;31;961;18;0;0;1;0;18838.34961;19183.31055;22248.65039
8955;0;27;729;18;0;0;1;0;20235.31055;25243.55078;25564.66992
8956;0;18;324;12;0;0;0;0;5964.007813;9710.709961;20584.73047
8957;0;38;1444;10;0;0;1;1;24900.32031;18961.31055;25564.66992
8958;0;33;1089;16;0;0;1;0;25862.32031;25243.55078;25564.66992
8959;0;28;784;12;0;0;1;0;19312.49023;18067.93945;19148.38086
8960;0;48;2304;12;0;0;1;0;5423.250977;5696.806152;2136.792969
8961;0;27;729;12;0;0;1;0;19288.98047;17128.01953;19350.83008
8962;0;30;900;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8963;0;38;1444;12;0;0;1;0;22274.90039;12430.20996;25564.66992
8964;0;26;676;14;0;0;1;0;5732.814941;2311.305908;0
8965;0;51;2601;9;0;0;1;1;21461.81055;21100.74023;25564.66992
8966;0;51;2601;12;0;0;1;0;10487.95996;7247.226074;9489.959961
8967;0;27;729;16;0;0;1;0;0;8364.386719;15106.7998
8968;0;44;1936;10;1;0;1;1;25862.32031;25243.55078;25564.66992
8969;0;24;576;12;0;0;1;0;19277.23047;17520.09961;23800.25977
8970;0;26;676;12;0;0;0;0;19042.10938;17117.26953;16996.81055
8971;0;49;2401;12;0;0;1;0;22508.06055;25243.55078;10468.21973
8972;0;23;529;15;0;0;0;0;0;0;7805.352051
8973;0;33;1089;12;0;0;1;0;15135.33984;22490.0293;21598.44922
8974;0;43;1849;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8975;0;33;1089;14;0;0;1;0;15674.12988;15575.80957;23147.10938
8976;0;16;256;10;0;0;0;1;0;234.5323029;8245.713867
8977;0;39;1521;12;0;0;0;0;8338.639648;8792.274414;9507.693359
8978;0;33;1089;12;0;0;1;0;23084.08008;21576.9707;25564.66992
8979;0;54;2916;12;0;0;1;0;0;0;0
8980;0;31;961;6;0;0;1;1;7296.310059;11937.87012;12539.99023
8981;0;24;576;8;0;0;1;1;525.0834961;504.8710022;13782.75977
8982;0;26;676;12;0;0;1;0;11279.5;17657.94922;24613.00977
8983;0;26;676;12;0;0;1;0;17441.39063;12483.91992;23379.10938
8984;0;36;1296;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8985;0;40;1600;13;1;0;1;0;21597;21886.68945;25564.66992
8986;0;18;324;12;1;0;0;0;186.1302948;0;3293.853027
8987;0;43;1849;11;0;0;0;1;20141.25977;24369.86914;19176.46094
8988;0;20;400;12;0;0;0;0;7929.152832;11160.87012;14195.04004
8989;0;46;2116;12;0;0;1;0;13546.37012;2866.305908;4765.667969
8990;0;27;729;16;0;0;0;0;25862.32031;25243.55078;25564.66992
8991;0;36;1296;12;0;0;1;0;25435.19922;24633.05078;25564.66992
8992;0;31;961;12;0;0;1;0;24008.85938;21793.59961;25564.66992
8993;0;44;1936;12;0;0;1;0;25862.32031;25243.55078;25564.66992
8994;0;17;289;11;0;0;0;1;0;1955.031982;4771.579102
8995;0;16;256;10;0;0;0;1;0;1194.14502;969.3886108
8996;0;25;625;12;0;0;1;0;21095.42969;14664.53027;17098.76953
8997;0;33;1089;12;0;0;1;0;17314.03906;13602.87012;19566.58008
8998;0;32;1024;14;0;0;1;0;25854.48047;25243.55078;24589.36914
8999;0;27;729;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9000;0;28;784;18;0;0;1;0;20766.26953;21653.94922;25564.66992
9001;0;28;784;12;0;0;1;0;17090.67969;18642.63086;25564.66992
9002;0;33;1089;16;0;0;1;0;20376.36914;20633.4707;18152.39063
9003;0;36;1296;12;0;0;0;0;20621.2793;22640.41992;22829.40039
9004;0;24;576;14;0;0;1;0;20903.41992;23843.51953;20466.50977
9005;0;32;1024;16;0;0;1;0;21726.31055;24790.59961;25564.66992
9006;0;22;484;14;0;0;0;0;15066.75977;17976.63086;24737.14063
9007;0;33;1089;12;0;0;0;0;11769.32031;21675.43945;25564.66992
9008;0;47;2209;7;1;0;1;1;20540.94922;16492.44922;20714.76953
9009;0;31;961;15;1;0;1;0;23182.03906;25243.55078;23874.15039
9010;0;41;1681;16;0;0;1;0;4951.066895;5510.612793;5841.453125
9011;0;34;1156;18;0;0;1;0;16843.82031;18388.40039;19288.75977
9012;0;44;1936;12;0;0;1;0;182.2118073;0;0
9013;0;26;676;12;0;0;0;0;25862.32031;22722.76953;25564.66992
9014;0;31;961;10;0;0;0;1;25862.32031;25243.55078;23218.03906
9015;0;38;1444;18;0;0;1;0;0;0;0
9016;0;26;676;14;0;0;1;0;13877.49023;17742.09961;20153.24023
9017;0;31;961;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9018;0;50;2500;12;0;0;1;0;25862.32031;13291.34961;12247.40039
9019;0;21;441;12;0;0;1;0;3607.01001;12618.19043;16507.67969
9020;0;21;441;9;0;0;1;1;9175.246094;9506.613281;8415.65332
9021;0;52;2704;8;0;0;1;1;4692.443848;0;0
9022;0;19;361;12;0;0;0;0;0;4554.581055;16175.2002
9023;0;31;961;12;0;0;1;0;0;0;5624.227051
9024;0;24;576;11;0;0;1;1;948.2850952;8751.09668;8866.359375
9025;0;35;1225;8;0;0;1;1;11724.25;11905.65039;12980.34961
9026;0;38;1444;16;0;0;1;0;25862.32031;25243.55078;25564.66992
9027;0;20;400;12;0;0;0;0;826.8106079;2920.016113;13104.48047
9028;0;49;2401;12;0;0;0;0;22114.24023;22860.63086;24809.55078
9029;0;51;2601;12;0;0;1;0;22174.98047;19023.9707;15861.91992
9030;0;19;361;12;0;0;0;0;4335.856934;6651.047852;25564.66992
9031;0;24;576;16;0;0;1;0;20987.66992;20558.26953;21768.39063
9032;0;39;1521;8;0;0;1;1;25862.32031;25243.55078;22932.83984
9033;0;17;289;9;0;0;0;1;0;324.0484009;5412.912109
9034;0;40;1600;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9035;0;17;289;10;0;0;0;1;503.5315857;4166.081055;8324.03418
9036;0;36;1296;14;0;0;1;0;25862.32031;22210.74023;6373.435059
9037;0;50;2500;17;0;0;1;0;25862.32031;25243.55078;25564.66992
9038;0;19;361;12;0;0;0;0;3450.269043;168.2902985;20699.99023
9039;0;51;2601;12;0;0;0;0;19496.66016;17043.86914;17243.58984
9040;0;38;1444;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9041;0;52;2704;10;0;0;1;1;25862.32031;25243.55078;25564.66992
9042;0;45;2025;18;0;0;1;0;0;0;0
9043;0;24;576;12;0;0;0;0;9719.922852;7734.193848;20883.23047
9044;0;47;2209;14;0;0;1;0;0;0;0
9045;0;16;256;10;0;0;0;1;423.2015991;0;7679.745117
9046;0;26;676;12;0;0;1;0;21085.63086;21141.91992;729.9968872
9047;0;48;2304;14;0;0;1;0;0;0;7236.426758
9048;0;51;2601;12;0;0;1;0;24287.07031;19732.93945;25564.66992
9049;0;19;361;12;0;0;0;0;6069.809082;12270.87012;16940.66016
9050;0;35;1225;12;0;0;0;0;21845.82031;2558.371094;19677.41016
9051;0;47;2209;12;0;0;1;0;9860.990234;13128.44043;6598.048828
9052;0;17;289;11;0;0;0;1;0;6765.628906;14031.00977
9053;0;23;529;16;0;0;1;0;7427.580078;16870.21094;20049.78906
9054;0;26;676;14;0;0;0;0;6301.001953;11429.41992;24771.13086
9055;0;23;529;13;0;0;0;0;19181.2207;19416.05078;0
9056;0;30;900;17;0;0;1;0;916.9368896;723.2902832;1312.220947
9057;0;49;2401;4;1;0;1;1;25862.32031;25243.55078;25564.66992
9058;0;52;2704;12;0;0;1;0;25862.32031;25243.55078;24081.0293
9059;0;48;2304;13;0;0;1;0;0;0;0
9060;0;29;841;18;0;0;1;0;0;8353.644531;24432.73047
9061;0;36;1296;14;0;0;1;0;19159.66992;15779.90039;17233.25
9062;0;28;784;12;0;0;1;0;25862.32031;25243.55078;12930.11035
9063;0;55;3025;12;0;0;1;0;11814.37988;0;0
9064;0;18;324;12;0;0;0;0;0;0;2436.770996
9065;0;33;1089;14;0;0;1;0;5299.816895;25243.55078;25564.66992
9066;0;21;441;12;0;0;0;0;7641.141113;12804.38965;25564.66992
9067;0;43;1849;8;0;0;1;1;25572.34961;25243.55078;21611.75
9068;0;33;1089;12;0;0;1;0;24951.25977;11169.82031;20063.08984
9069;0;33;1089;14;0;0;1;0;0;0;23240.21094
9070;0;35;1225;12;0;0;1;0;23401.48047;19992.5293;24579.0293
9071;0;33;1089;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9072;0;43;1849;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9073;0;18;324;11;0;0;0;1;4073.315918;5061.242188;6831.529785
9074;0;16;256;9;0;0;0;1;0;2331;4945.951172
9075;0;24;576;15;0;0;1;0;8344.516602;11073.15039;16229.87012
9076;0;22;484;12;0;0;0;0;16465.67969;6801.435059;16563.83984
9077;0;51;2601;16;0;0;1;0;25862.32031;24860.41992;24574.58984
9078;0;44;1936;13;0;0;1;0;25862.32031;25243.55078;25564.66992
9079;0;20;400;12;0;0;0;0;8130.957031;13166.03027;25564.66992
9080;0;21;441;13;0;0;0;0;4018.456055;1962.19397;8046.221191
9081;0;40;1600;11;0;0;1;1;22433.59961;22438.10938;25564.66992
9082;0;17;289;11;0;0;0;1;5548.644043;5190.14502;11919.33984
9083;0;24;576;12;0;0;0;0;13340.65039;16098.58008;4997.670898
9084;0;43;1849;8;0;0;1;1;13242.67969;10007.90039;2791.425049
9085;0;18;324;12;0;0;0;0;4604.276855;6622.402832;25564.66992
9086;0;51;2601;12;0;0;0;0;25862.32031;25243.55078;0
9087;0;24;576;11;1;0;1;1;13125.12988;17788.65039;21954.58008
9088;0;22;484;8;1;0;1;1;16961.36914;0;959.0444946
9089;0;44;1936;12;0;0;1;0;24028.44922;24672.43945;24986.88086
9090;0;39;1521;8;0;0;1;1;13225.0498;16148.70996;16927.35938
9091;0;53;2809;12;0;0;1;0;13105.54004;13917.96973;14308.83008
9092;0;26;676;9;0;0;1;1;4578.807129;9273.871094;13392.63965
9093;0;43;1849;12;0;0;1;0;16330.49023;16963.31055;22016.65039
9094;0;17;289;11;0;0;0;1;1312.708984;3453.531982;0
9095;0;33;1089;12;0;0;0;0;0;0;0
9096;0;24;576;14;0;0;1;0;22088.76953;18191.4707;23578.60938
9097;0;16;256;10;0;0;0;1;0;0;7596.992188
9098;0;31;961;18;0;0;1;0;0;0;0
9099;0;45;2025;18;0;0;1;0;4829.592773;25243.55078;16074.70996
9100;0;41;1681;12;0;0;1;0;10327.2998;21136.55078;23052.5293
9101;0;51;2601;12;0;0;1;0;21293.31055;19215.5293;24382.49023
9102;0;27;729;18;0;0;0;0;509.4093933;791.3225708;2908.166016
9103;0;33;1089;12;0;0;1;0;121.4745026;0;0
9104;0;22;484;14;0;0;1;0;14678.83008;16923.91992;18329.7207
9105;0;28;784;12;0;0;1;0;18569.92969;17167.40039;24351.46094
9106;0;36;1296;17;0;0;1;0;25862.32031;25243.55078;25564.66992
9107;0;38;1444;12;0;0;1;0;10370.40039;22823.0293;0
9108;0;25;625;12;0;0;0;0;0;0;0
9109;0;55;3025;18;0;0;1;0;25862.32031;23632.25977;25564.66992
9110;0;26;676;18;0;0;0;0;2194.378906;5541.047852;0
9111;0;20;400;12;0;0;0;0;0;26.85483932;17858.33008
9112;0;48;2304;16;0;0;1;0;25862.32031;24488.0293;25564.66992
9113;0;23;529;14;0;0;0;0;4141.890137;1362.435059;17964.7207
9114;0;22;484;12;0;0;1;0;16622.41992;18044.66016;25564.66992
9115;0;29;841;14;0;0;1;0;10372.36035;20056.98047;22556.01953
9116;0;28;784;12;0;0;1;0;18564.05078;21636.05078;25275.03906
9117;0;52;2704;7;0;0;1;1;12797.92969;12149.12988;14604.37012
9118;0;44;1936;8;1;0;1;1;25862.32031;25243.55078;0
9119;0;38;1444;6;0;0;1;1;24837.63086;25105.68945;25564.66992
9120;0;34;1156;10;0;0;1;1;25862.32031;25243.55078;25564.66992
9121;0;35;1225;10;0;0;1;1;25862.32031;25243.55078;25564.66992
9122;0;32;1024;11;0;0;1;1;14302.65039;16433.36914;15733.34961
9123;0;25;625;16;0;0;0;0;13430.76953;15155.08008;20735.46094
9124;0;41;1681;13;0;0;1;0;13428.80957;1566.531982;25564.66992
9125;0;19;361;10;0;0;0;1;7976.174805;22781.84961;25564.66992
9126;0;20;400;12;0;0;0;0;2409.897949;6948.242188;9974.654297
9127;0;40;1600;14;0;0;1;0;25862.32031;24926.66016;25564.66992
9128;0;52;2704;12;0;0;1;0;25862.32031;13368.33984;25564.66992
9129;0;49;2401;4;0;0;0;1;17055.41992;17523.67969;17060.34961
9130;0;31;961;12;0;0;0;0;6156.016113;0;4094.780029
9131;0;35;1225;12;0;0;0;0;2880.12207;4839.242188;11533.66016
9132;0;40;1600;12;0;0;1;0;24016.68945;18404.51953;17586.41992
9133;0;49;2401;12;0;0;1;0;24230.25;16932.86914;20029.10938
9134;0;31;961;9;0;0;1;1;19823.85938;21929.66016;21670.85938
9135;0;37;1369;16;0;0;1;0;24712.23047;24940.98047;25564.66992
9136;0;51;2601;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9137;0;22;484;10;0;0;0;1;2715.543945;1516.402954;1250.156982
9138;0;21;441;10;0;0;0;1;5131.319824;2173.451904;2921.465088
9139;0;40;1600;10;0;0;1;1;21593.08008;23705.66016;25564.66992
9140;0;34;1156;10;0;0;1;1;14625.92969;18345.43945;19077.44922
9141;0;40;1600;12;0;0;1;0;21179.66992;17450.26953;20803.42969
9142;0;47;2209;12;0;0;1;0;25862.32031;25243.55078;24187.42969
9143;0;30;900;12;0;0;1;0;16107.12988;17604.24023;19133.59961
9144;0;39;1521;12;0;0;1;0;16714.50977;7793.273926;25564.66992
9145;0;32;1024;9;0;0;1;1;25862.32031;25012.59961;25561.71094
9146;0;18;324;12;0;0;0;0;1639.906006;381.3387146;1155.582031
9147;0;36;1296;11;0;0;1;1;23150.69922;24267.82031;0
9148;0;16;256;8;0;0;0;1;0;295.4031982;1539.791016
9149;0;27;729;16;0;0;1;0;23262.36914;21883.10938;25564.66992
9150;0;50;2500;8;0;0;1;1;20834.83984;11952.19043;16305.24023
9151;0;19;361;12;0;0;0;0;2170.86792;3467.85498;17756.35938
9152;0;30;900;16;0;0;1;0;20660.4707;16617.76953;17098.76953
9153;0;22;484;12;0;0;1;0;12637.26953;12568.05957;14998.91992
9154;0;35;1225;12;0;0;1;0;13093.78027;11293.34961;14041.36035
9155;0;27;729;16;0;0;1;0;24618.18945;24069.09961;25564.66992
9156;0;51;2601;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9157;0;39;1521;12;0;0;1;0;25862.32031;25243.55078;0
9158;0;30;900;13;0;0;1;0;22386.58008;21075.67969;25564.66992
9159;0;24;576;12;0;0;1;0;10333.16992;10484.12988;18229.24023
9160;0;40;1600;12;0;0;1;0;25862.32031;25243.55078;25564.66992
9161;0;28;784;15;0;0;1;0;6606.647949;17355.39063;19785.2793
9162;0;39;1521;12;0;0;1;0;10691.71973;2348.903076;13267.03027
9163;0;50;2500;11;0;0;1;1;21630.31055;22429.16016;24556.85938
9164;0;20;400;12;0;0;0;0;10352.76953;9780.532227;24206.64063
9165;0;16;256;9;0;0;0;1;0;0;9073.241211
9166;0;24;576;12;0;0;1;0;35.26679993;0;25564.66992
